Kanda/Books,Sarga/Chapters,Shloka/Verse,English_translation
Ayodhya,114,8,"Ayodhya appeared like sacred altar period offering oblations 
 fire completely expired cleared sacrificial implements deserted 
 recitations learned priests"
Ayodhya,114,9,"Ayodhya appeared like restless kine deprived bull cease graze new 
 pastures stand cow pen dispirited"
Ayodhya,114,10,"Ayodhya resembling new pearl necklace bereft well- polished dazzling 
 excellent gems rubies like genuine quality"
Ayodhya,114,11,"Ayodhya appeared like meteor moved position virtue 
 exhausted soon dropped sky fallen earth deprived splendour"
Ayodhya,114,12,"Ayodhya appeared like flowering creeper laden blossom spring tide 
 frequented swarm intoxicated bees suddenly consumed forest fire 
 withering"
Ayodhya,114,13,"senseless traffic paralyzed fairs markets closed Ayodhya 
 resembled like firmament covered clouds moon stars obscured"
Ayodhya,114,14,"Ayodhya appeared splendourless like deserted uncleaned tavern 
 vendor spirituous liquors killed excellent wine expended drinking pots glasses 
 broken pieces stewn disorder"
Ayodhya,114,15,"Ayodhya resembled cistern erected storage distribution water 
 broken collapsed platform riven sunk covered broken jars earthen 
 vessels water having"
Ayodhya,114,16,"Ayodhya resembled bow string large bent suitable noose 
 ends severed bow arrows heroes fallen ground"
Ayodhya,114,17,"Ayodhya appeared like mare urged suddenly horse man skilled war fare 
 fallen killed opposite army"
Ayodhya,114,18,"Sitting chariot glorious Bharata son Dasaratha spoke 
 following words charioteer riding excellent chariot"
Ayodhya,114,19," deep intensified sound vocal instrumental music 
 heard Ayodhya today"
Ayodhya,114,20," intoxicating odour spirituous liquor fragrance floral garlands 
 aroma sandal aloe wood fumes spread sides 
 wafted"
Ayodhya,114,21," O Sumantra hear sound horses sound 
 intoxicating elephants clattering great chariots city"
Ayodhya,114,23," Rama having left Ayodhya distressful youth making use perfumes 
 like sandal wood aloe wood admirable fresh floral garlands"
Ayodhya,114,24," city afflicted Rama desertion people going 
 pleasure trips wearing colourful garlands festivals observed"
Ayodhya,114,25," lustre Ayodhya departed brother certain 
 Ayodhya shining like rainy night time waning moon"
Ayodhya,114,26," brother return like carnival diffusing joy Ayodhya 
 autumnal rains"
Ayodhya,114,27," highways Ayodhya glittering youthful people richly attired 
 bearing bravely roaming groups"
Ayodhya,114,28,"speaking ways Bharata entered father house bereft 
 emperor resembled cave bereft lion"
Ayodhya,114,29,"Bharata composed man shed tears seeing entire 
 gynaecium looking like day sun relinquished radiance"
Ayodhya,115,1,"Having brought mothers Ayodhya Bharata fixed resolve sore 
 stricken grief spoke Vasishta elders follows"
Ayodhya,115,2," going Nandigrama village leave shall 
 able endure woe occasioned Rama absence"
Ayodhya,115,3," king Dasaratha went heaven elder brother forest shall await 
 Rama return kingdom verily celebrated Lord Ayodhya"
Ayodhya,115,4,"Hearing auspicious words magnanimous Bharata Vasishta preceptor 
 ministers spoke follows"
Ayodhya,115,5," O Bharata words spoken devotion brother 
 appreciable worthy"
Ayodhya,115,6," man approve proposal highness deeply 
 fascinated relative affectionate brother devoted path 
 elders"
Ayodhya,115,7,"Hearing affectionate words counsellors spoke according wish 
 Bharata said charioteer"" Let chariot ready"
Ayodhya,115,8,"illustrious Bharata looking pleased having offered salutation 
 mothers entered chariot Shatrughna"
Ayodhya,115,9,"Shatrughna Bharata having quickly mounted chariot exceedingly 
 rejoiced set accompanied ministers family priests"
Ayodhya,115,10,"preceptors headed Vasishta brahmanas 
 forefront proceeded eastward direction Nandigrama village situated"
Ayodhya,115,11,"Bharata left army abounding elephants horses chariots 
 marched unbidden residents city followed suit"
Ayodhya,115,12,"magnanimous Bharata affectionate brother bearing sandals belong 
 Rama head set Nandigrama"
Ayodhya,115,13,"having entered Nandigrama briskly Bharata descended chariot quickly 
 spoke preceptors follows"
Ayodhya,115,14," brother Rama given kingdom trust sandals 
 embellished gold diffuse gain security people"
Ayodhya,115,15,"Having dedicated sacred trust wooden sandals Bharata sore stricken 
 anguish spoke entire body ministers follows"
Ayodhya,115,16," Hold state canopy speedily wooden sandals accepted 
 symbols feet Rama noble brother presence wooden sandals 
 brother piety established kingdom"
Ayodhya,115,17," mark compassion trust placed disposal brother 
 trust preserved till return"
Ayodhya,115,18," Having restored wooden sandals personally Rama feet immediately 
 return shall behold feet Rama sandals"
Ayodhya,115,19," Restoring kingdom elder brother united 
 laying burden shall assume role servant elder brother"
Ayodhya,115,20," giving away excellent wooden sandals symbols trust kingdom 
 City Ayodhya Rama shall washed sins"
Ayodhya,115,21," Rama installed subjects happy fold 
 fame happiness having obtained kingdom"
Ayodhya,115,22,"highly illustrious Bharata distressed man lamenting pained 
 looked state administration ministers Nandigrama"
Ayodhya,115,23,"Assuming bark robes matted locks guise ascetic lord 
 hero Bharata dwelt Nandigrama protected army"
Ayodhya,115,24,"Bharata obedient elder brother affectionate brothers faithful 
 vow resided Nandigrama coronating wooden sandals throne wishing 
 return Rama"
Ayodhya,115,25,"Reporting royal orders wooden sandals Bharata holding royal 
 canopy chowrie sandals"
Ayodhya,115,26,"Coronating wooden sandals elder brother illustrious Bharata 
 carried state administration maintaining subservience"
Ayodhya,115,27,"small affair state came high valued gift 
 offered Bharata report matter wooden sandals dealt 
 proper way"
Ayodhya,116,1,"Bharata having returned Ayodhya Rama dwelling woods observed 
 anxiety accompanied perturbation sages"
Ayodhya,116,2,"saw ascetics pleased hermitage 
 Chitrakuta depending Rama- anxious"
Ayodhya,116,3,"Pointing Rama movements eyes eye brows manifesting 
 anxiety whispered narrating legends secret"
Ayodhya,116,4,"Perceiving distress Rama filled apprehension 
 joined palms spoke following words sage leader community ascetics"
Ayodhya,116,5," O venerable sage fear conduct forefathers seen 
 change worse ascetics feel agitated"
Ayodhya,116,6," younger brother high souled Lakshmana inadvertence behaved 
 unworthy sages seeing"
Ayodhya,116,7," hope Seetha serving keen serving 
 afraid behaved properly according conduct suitable women"
Ayodhya,116,8,"grown sage elderly age penance appeared 
 trembling spoke Rama compassionate beings follows"
Ayodhya,116,9," O dear Rama ascetics fear Seetha 
 natural disposition follower virtue"
Ayodhya,116,10," account demons enmity begun oppress 
 sages Alarmed discuss best defend"
Ayodhya,116,11," O darling demon called Khara Ravana younger brother- boaster 
 victorious battle cruel eater human flesh haughty sinful having uprooted 
 ascetics dwell Janasthana unable endure"
Ayodhya,116,13," darling time came dwell hermitage time 
 inwards demons continue ill treat ascetics"
Ayodhya,116,14," appear grotesque harmful forms filling terror diverse 
 forms possessing ugly unnatural demeanor"
Ayodhya,116,15," Flinging filthy inauspicious objects ascetics wicked demons 
 stand kill ascetics"
Ayodhya,116,16," Having hermitages unnoticed evil minded demons delight 
 destroying ascetics"
Ayodhya,116,17," time pouring oblations sacred fire scatter sacrificial 
 vessels sprinkle fires water break water pots"
Ayodhya,116,18," Resolved leave retreats invaded evil spirits 
 ascetics today urging area"
Ayodhya,116,19," O Rama wicked beings bodily injury ascetics 
 abandoning hermitage"
Ayodhya,116,20," far colourful grove yielding roots fruits 
 shelter previous hermitage assembly sages"
Ayodhya,116,21," O darling Khara demon behave unjustly way 
 mind feels inclined come"
Ayodhya,116,22," O Rama live wife competent 
 watchful danger stay conduced misery"
Ayodhya,116,23,"Rama prince responsive words desist said sage 
 spoken aforesaid eager leave place"
Ayodhya,116,24,"Having greeted bidding farewell justifying statement Rama leader 
 community departed leaving hermitage host sages"
Ayodhya,116,25,"Accompanying distance place bidding farewell group 
 sages offering salutation ascetic leader community taking leave 
 pleased having received counsel Rama returned dwelling 
 sacred reside"
Ayodhya,116,26,"Rama lord leave moment hermitage 
 deserted sages ascetics fixed mind Rama followed 
 conduct sages constantly followed Rama"
Ayodhya,117,1,"sages departed Rama reflecting found 
 pleasure remain place reasons"
Ayodhya,117,2," Bharata mother inhabitants city visited 
 memory haunts lament daily"
Ayodhya,117,3," dry dung horses elephants high souled Bharata encamped army 
 caused spoliation"
Ayodhya,117,4," shall"" pondering Rama Seetha 
 Lakshmana left place"
Ayodhya,117,5,"way reaching hermitage sage called Atri highly 
 celebrated Rama offered salutation sage venerable sage Atri received 
 son"
Ayodhya,117,6,"Offering personally abundant hospitality honours Rama sage Atri 
 rendered equal honour Lakshmana highly blessed Seetha"
Ayodhya,117,7,"Atri knew righteousness interested welfare beings 
 called aged wife Anasuya come revered addressed 
 gently"
Ayodhya,117,8,"Atri excellent sage spoke illustrious Anasuya rich asceticism 
 lived pious life saying"" welcome Videha daughter"" introduced virtuous 
 female ascetic Rama follows"
Ayodhya,117,9," O Irreproachable Rama earth burnt drought break 
 years virtuous woman produced fruit roots caused River Jahnavi flow 
 undergoing rigid mortification enriched pious observances severe asceticism 
 practised thousand years obstacles away reason 
 divine command great hurry nights reduced night Anasuya 
 bathed completion voes like mother"
Ayodhya,117,13," Let Seetha find refuge ascetic revered beings famous 
 old free anger"
Ayodhya,117,14,"Saying"" "" aforesaid sage speaking Rama spoke 
 virtuous Seetha following excellent words"
Ayodhya,117,15," O princess heard sage said good approach 
 saintly Anasuya delay"
Ayodhya,117,16,"Hearing words Rama desirous welfare Seetha daughter 
 Mithila circumambulated Anasuya Atri wife knows piety"
Ayodhya,117,17,"Seetha coolly reverently paid homage fortunate Anasuya devoted 
 virtuous wife feeble wrinkled aged hair turned grey old age 
 frame constantly shook like banana tree storm Seetha introduced announcing 
 Anasuya"
Ayodhya,117,19,Saluting irreproachable ascetic rejoiced Seetha joined palms enquired
Ayodhya,117,20,"comforting celebrated Seetha engaged righteous acts Anasuya 
 rejoicingly spoke follows"" Luckily attending righteousness"
Ayodhya,117,21," O Seetha beautiful lady Thank heaven Leaving relatives honour 
 prosperity accompanying Rama expelled forest"
Ayodhya,117,22," Highly fortunate worlds await women await women husband 
 dear matter lives city forest sinful virtuous"
Ayodhya,117,23," women noble nature husband highest deity mater 
 ill behaved licentious devoid riches"
Ayodhya,117,24," O Seetha reflection perceive better friend husband 
 protects wife circumstances like imperishable fruit austerities"
Ayodhya,117,25," evil women hearts follow passions conduct 
 dominating husband having understanding virtue vice follow 
 aforesaid manner"
Ayodhya,117,26," O Seetha Surely evil women improper act authority 
 husbands reap infamy decline righteousness"
Ayodhya,117,27," Women like hand endowed virtues look 
 detachment prosperity adversity world dwell heaven 
 performed meritorious deeds"
Ayodhya,117,28," devoted lord loyal husband following established rules 
 honest wife husband obtain merit renown"
Ayodhya,118,1,"Anasuya having spoken Seetha jealousy reverence 
 addressed gently follows"
Ayodhya,118,2," surprise venerable woman like talk like 
 know husband respectable person woman"
Ayodhya,118,3," O venerable woman husband fortune unhesitatingly 
 obeyed"
Ayodhya,118,4," renowned virtues compassionate master 
 heart affectionate religious person manifests tenderness mother 
 father"
Ayodhya,118,5,"exceedingly strong Rama bears Queens exercises 
 behaviour mother Kausalya"
Ayodhya,118,6," valiant pious Rama devoted Dasartha free sense 
 importance treats women mothers Dasaratha bestowed single 
 glance"
Ayodhya,118,7," departing lonely fearful forest mother law imparted 
 great message inscribed heart"
Ayodhya,118,8," mother taught witnessed fire earlier time 
 marriage Rama shall remember"
Ayodhya,118,9," O virtuous woman words renewed austerity 
 obedience husband decreed woman"
Ayodhya,118,10,"Savitri highly honoured heaven having served lord faithfully 
 heaven having followed proceed heaven showing obedience 
 husband"
Ayodhya,118,11," goddess Rohini excellent women seen moon 
 single moment sky"
Ayodhya,118,12," excellent women devoted husbands meritorious deeds 
 highly honoured heaven"
Ayodhya,118,13,"Hearing words Seetha Anasuya pleased kissed Seetha 
 forehead spoke delightfully follows"
Ayodhya,118,14," O Seetha bright smile great merit acquired virtue 
 pious observances power wish confer boon"
Ayodhya,118,15," O Seetha words suitable occasion charming 
 satisfied Tell good"
Ayodhya,118,16,"Hearing words Anasuya Seetha surprised gentle smile spoke 
 richly endowed power askesis saying"" stands fulfilled 
 grace"
Ayodhya,118,17,"spoken Seetha pious minded Anasuya delighted said"" O 
 Seetha Alas create great joy advantage"
Ayodhya,118,18," O Seetha daughter Videha kingdom divine gifts garland 
 apparel jewels scented cosmetic rare body cream given adorn 
 limbs worthy remain tact constant use"
Ayodhya,118,20," O Seetha body anointed heavenly cosmetics cause 
 husband look beautiful Lakshmi goddess fortune beauty imperishable 
 Vishnu Lord Preservation"
Ayodhya,118,21,"Seetha accepted apparel scented cosmetic jewels garlands 
 unsurpassed gifts love"
Ayodhya,118,22,"Having accepted gifts love illustrious Seetha joined palms sat 
 near female ascetic"
Ayodhya,118,23,"inquire lovely tale time Anasuya firm 
 austerity started asking following words Seetha sitting near 
 manner"
Ayodhya,118,24," O Seetha said won illustrious Rama 
 process self choosing svayamvara report reached ear"
Ayodhya,118,25," O Seetha wish hear narrative detail tell tale 
 experienced"
Ayodhya,118,26,"Seetha obediently answered saying"" Hear"" began truly narrate 
 tale Svayamvara virtuous woman Anasuya"
Ayodhya,118,27," king Mithila kingdom named Janaka valiant knower 
 righteousness devoted duty warrior class ruling earth fitting 
 manner"
Ayodhya,118,28," furrowing territory land holding plough hand 
 said came forth splitting land daughter king"
Ayodhya,118,29," king Janaka absorbed scattering handfuls seeds surprised 
 limbs covered dust"
Ayodhya,118,30," Placing personally lap affection childless king Janaka called 
 daughter fond"
Ayodhya,118,31," said voice resembling human air rang 
 saying"" "" O King Let divine child match daughter 
 rightly"
Ayodhya,118,32," father pious mind lord men king Mithila 
 kingdom rejoiced possession acquired extensive property"
Ayodhya,118,33," king performing auspicious acts gave care chief Queen 
 nourished fondly maternal affection"
Ayodhya,118,34," Seeing age union husband easily father 
 fell prey anxiety like indigent man feeling miserable loss 
 possessions"
Ayodhya,118,35," Eventhough father unmarried girl like Indra earth suffers 
 indignity world suitor men matter equal inferior 
"
Ayodhya,118,36," Perceiving ill treatment threatening distant date king Janaka 
 plunged ocean anxiety reach end man bark 
 reach end sea"
Ayodhya,118,37," Knowing emerged mother womb king deep 
 reflection unable find suitable worthy husband"
Ayodhya,118,38," reflecting deeply thought came ' shall inaugurate 
 Svayamvara process self choosing marriage daughter"
Ayodhya,118,39," ancient days Janaka received affection Varuna rain god 
 excellent bow quivers lack arrows"
Ayodhya,118,40," bow heavy weight man lift kings 
 bale bend dreams"
Ayodhya,118,41," truthful father called princes informed meeting 
 bow lifted"
Ayodhya,118,42," able lift string bow bestow daughter 
 marriage doubt"
Ayodhya,118,43," Seeing excellent bow resembling mountain weight unable 
 lift princes offered salutation went away"
Ayodhya,118,44," long time Rama born Raghu dynasty great splendour 
 possessing true valour brother Lakshmana sage Visvamitra came 
 witness sacrifice"
Ayodhya,118,45," pious souled Visvamitra having received father said 
 father follows"
Ayodhya,118,46," boys sons Dasaratha wish bow bow coming 
 gods Rama prince"
Ayodhya,118,47," Hearing words Vivamitra Janaka caused bow brought 
 mighty valiant Rama bent bow merely instant immediately stringed bow 
 bow cord drew bow"
Ayodhya,118,49," Rama drawing bow bow broken 
 middle resultant jerk terrific sound created like falling 
 thunderbolt"
Ayodhya,118,50," father true promise decided bestow Rama 
 offering jar pure water"
Ayodhya,118,51," Rama consent accept hand till father Lord 
 king Ayodhya known"
Ayodhya,118,52,"father law aged Dasaratha invited Mithila 
 father approval bestowed Rama knower self"
Ayodhya,118,53," younger sister Urmila virtuous lady lovely looks given consort 
 Lakshmana father"
Ayodhya,118,54," given Rama Svayamvara process self choosing marriage 
 devoted good works husband excellent men strength"
Ayodhya,119,1,"Hearing great story Anasuya knower piety kissed Seetha forehead 
 hugged arms"
Ayodhya,119,2," narrated sweetly amazingly clear words syllables 
 heard Svayamvara process self choosing marriage took place 
 O sweet speaking Seetha overjoyed hearing story"
Ayodhya,119,3," O Fortunate auspicious night drawing near sun sunk 
 horizon twittering birds heard day sought 
 nourishment far wide seeking shelter sleep time 
 evening twilight"
Ayodhya,119,5," ascetics returning bark robes drenched bathing 
 uplifted vessels wet sprinkled water"
Ayodhya,119,6," sacred fire kindled sages according scriptural ordinance 
 column smoke hue Pigeon neck raised wind seen"
Ayodhya,119,7," Thought foliage sparse trees look dense quarters 
 world senses drawn apart shine brilliantly place"
Ayodhya,119,8," animals wander night ranging deer 
 hermitage sleeping round sacred altars"
Ayodhya,119,9," O Seetha night richly adorned stars set motion moon 
 encircled light seen rising sky"
Ayodhya,119,10," leave female companion Rama sweet conversation 
 charmed"
Ayodhya,119,11," O Seetha O Dear child Adorn ornaments apparel gifted 
 eyes cause delight embellishing heavenly jewels"
Ayodhya,119,12,"Seetha adorning resembled daughter god making obeisance 
 feet Anasuya went forward meet Rama"
Ayodhya,119,13,"Rama eloquent saw Seetha adorned aforesaid felt delighted 
 charming gifts ascetic"
Ayodhya,119,14,"Seetha daughter Mithila kingdom showed Rama apparel jewels 
 garlands affectionate gifts Anasuya hermitess"
Ayodhya,119,15,"Seeing respectful treatment received Seetha rare human 
 beings Rama Lakshmana great car warrior felt highly rejoiced"
Ayodhya,119,16,"Rama face resembling moon having honoured holy 
 ascetics delighted spent auspicious night"
Ayodhya,119,17,"night passed away Rama Lakshmana tigers men finished 
 ablutions took leave ascetics dwelling forest poured oblations 
 sacred fire"
Ayodhya,119,18,"ascetics dwelling forest practising virtue told Rama Lakshmana 
 region forest infested demons follows"
Ayodhya,119,19," O Rama forms man eating demons beasts drinking blood 
 living great forest"
Ayodhya,119,20," O Rama devour ascetic celibate rinsed mouth 
 finishing meal inattentive great forest Pray ward"
Ayodhya,119,21," O Rama path great sages fetch fruits 
 forest appropriate path dangerous forest"
Ayodhya,119,22,"addressed Brahmanas having great asceticism joined palms 
 paid obedience blessed journey Rama harasser foes entered forest 
 consort Lakshmana sun enters mass clouds"
Aranya,1,1,entering impenetrable Dandaka forest courageous unassailable Rama saw clusters hermitages sages
Aranya,1,2,"Overspread Darbha sacred grass jute clothing pervaded Vedic splendour glowing like 
 un seeable solar arena sky naked eye"
Aranya,1,3,"hermitages tidied thresholds sides dense deer teemed groups birds 
 recourse living beings"
Aranya,1,4,"hermitages adored groups apsarasa s continued dancing Holy Fireplaces 
 broad oblation items vessels deerskins sacred grass beaming forth gigantic trees 
 yield sacred palatable fruits ritual fuels water vessels tubers fruits"
Aranya,1,6,"hermitages sacrosanct Ritual fire worshiped fire oblations sacrifices reverberating 
 Vedic sounds enwrapped lotus ponds lotuses flowers forest"
Aranya,1,7,"age old saints controlled senses clad jute cloths deerskin subsist fruits 
 tubers ye resplendence like Sun god Fire god"
Aranya,1,8,"Rama seen cluster hermitages glistening forth presence holy saints sustenance 
 constrained hermitage distinctive like Brahma abode reverberating sounds Brahma Vedic 
 chants"
Aranya,1,9,"glorious great resplendent Rama seeing precincts hermitage graced highly blest Brahmans 
 knowers Brahma neared unstringing bowstring great bow"
Aranya,1,10,"great sages possessors divine knowledge gladdened seeing Rama illustrious Seetha moved 
 welcomingly"
Aranya,1,11,"sages austerely committed vows seeing Rama treader path rectitude 
 arising like moon Lakshmana glorious Seetha rendered Vedic blessings welcomed trio"
Aranya,1,13,"forest dwelling sages saw physical built augustness gracefulness fine attire remaining astonished 
 postures"
Aranya,1,14,"forest dwellers saw Seetha Lakshmana Rama wink eyes trio causing surprise 
 arrival"
Aranya,1,15,"august sages interested beings accommodated Rama hermitage 
 Rama guest priori"
Aranya,1,16,"august sages similar sacred fire glow procedurally accorded guestship Rama fetched 
 water"
Aranya,1,17,"sounding Vedic blessings virtuous sages offered flowers fruits tubers entire hermitage 
 great soul Rama palms adjoined"
Aranya,1,18," king great renown ruler righteousness people protector respectable 
 adorable wields sceptre justice revered"
Aranya,1,19," fourth Indra protector people called king Oh Raghava king hailed 
 enjoys best delightful fortune"
Aranya,1,20," protect subjects living kingdom capital forest 
 king"
Aranya,1,21," gave punishments physically power curses conquered anger senses ascesis 
 wealth oh King protected like foetus inside womb"
Aranya,1,22,"saying worshipped Raghava Lakshmana giving fruits tubers flowers varieties forest 
 foods"
Aranya,1,23,"saints sages followers virtue similar Sacred Fire adored Rama king according 
 wo nt custom"
Aranya,2,1,"receiving hospitality hermitage day 
   day sunrise Rama bade farewell sages entered deep forests"
Aranya,2,2,"Rama followed Lakshmana seen midst forest 
   filled animal herds bears tigers frequenting trees 
   creepers bushes ruined water ponds rendered unsightly birds song 
   swarms crickets whistling deafeningly"
Aranya,2,4,"Rama seen Seetha lurid voiced man eater akin 
   mountain peak horrendous animals"
Aranya,2,5,"Deep eyed huge mouthed horrible monstrous belly hideously misshapen 
   soaring demon ugly horrendous look"
Aranya,2,6,"Wearing tiger skin wetted fat dampened blood 
   frightening beings like wide open mouth Death"
Aranya,2,7,"skewered lions tigers wolves spotted deer big head 
   elephant tusks fouled fat iron spear yelling 
   deafening voice"
Aranya,2,8,"demon seeing Rama Lakshmana Seetha ran angrily 
   like Time Eliminator people"
Aranya,2,9,"shouted tremulous blare tremor earth seized Vaidehi 
   arms gone afar said way"
Aranya,2,10," wear jute cloths like hermits handle arrows bows swords like 
   warriors entered Dandaka forest wife lives wane"
Aranya,2,11," saintly living wife sinful fellows dishonest 
   ways insulters sainthood"
Aranya,2,12," demon named Viradha rove impassable forest 
   weapon eating flesh sages"
Aranya,2,13," best waisted woman wife drink blood 
   sinful fight"
Aranya,2,14,"listening arrogant words spoken bad intent evil minded 
   Viradha Seetha daughter Janaka panicked"
Aranya,2,15,"Seetha fear wiggled like plantain tree whirlwind seeing 
   auspicious lady gone arms Viradha Raghava spoke sentence Lakshmana 
   face fully turning pale"
Aranya,2,17," Gentle Lakshmana illustrious princes Seetha daughter 
   emperor Janaka brought comfortably immense comfort auspiciously 
   traditional wife gone wretched hands demon"
Aranya,2,18," desired befall choicest desire 
   Kaikeyi concomitant boons oh Lakshmana come pass 
   quickly today Lakshmana"
Aranya,2,19," foresighted lady happy kingdom son 
   dear beings sent forests middle mother 
   desire fulfilled today nay"
Aranya,2,21," oh Soumitri grief touching Seetha father 
   demise grabbing away kingdom"
Aranya,2,22,"said Rama Lakshmana said flooding tears lament 
   anger hissing like forestalled snake"
Aranya,2,23," Oh Rama Indra like lord beings 
   attended adherent like worry like derelict"
Aranya,2,24," felled arrow enraged gone 
   lives earth shall drink blood"
Aranya,2,25," anger Bharata desired kingdom 
   anger release Viradha Indra released Thunderbolt mountain"
Aranya,2,26," Accelerated shoulder strength ruinous arrow shall fall massive 
   chest life body shall decamp shall whirlingly fall earth"" 
   said Lakshmana"
Aranya,3,1,"turn demon Viradha said sentence filling forest gruesome voice"" asking 
 tell whereto wish"
Aranya,3,2,highly resplendent Rama said Ikshvaku dynasty blazing faced demon insistent
Aranya,3,3," Know Kshatriya s ennobled bearing trekking forest wish know 
 Dandaka forest"
Aranya,3,4,"Viradha said truly valiant Rama"" Ah tell oh king informed oh Raghava"
Aranya,3,5, son Java mother Shatahradaa demons earth Viradha 
Aranya,3,6," undertaking ascesis derived boon beneficence Brahma cut slit 
 killed weapon world"
Aranya,3,7," Leave lady yearning expeditiously flee away come lives 
 snatched away"
Aranya,3,8,"Rama reply said ogre Viradha eyes fully bloodshot anger monstrous body 
 evil intent"
Aranya,3,9," knave fie quest death meanly measures definitely 
 confrontation Stay let live"
Aranya,3,10,stringing bow Rama darted sharp arrows quickly aiming demon
Aranya,3,11,"seven arrows let perfectly stringed bow golden vanes fast ones equal 
 flights Garuda Divine Eagle Air god"
Aranya,3,12,"arrows akin infernos dressed peacock feathers fins piercing body 
 Viradha fell ground besmirched blood"
Aranya,3,13,"demon struck placed Vaidehi arms hauled spear angrily rushed 
 Rama Lakshmana"
Aranya,3,14,"holding fast spear similar Indra Flagstaff blaringly yelled ghastly shriek shone 
 forth like wide mouthed Death ready gulp"
Aranya,3,15,"effulgent arrow rain brothers incessantly rained demon Viradha similar terminator 
 lifetime"
Aranya,3,16,"highly horrendous demon laughed arrow shower standing yawned yawning 
 stretching limbs fatigue arrows earlier gone speedily spilled body speedily"
Aranya,3,17,Demon Viradha held lives touch boon raising spear ran quickly Rama Lakshmana
Aranya,3,18,"best wielder weaponry Rama ripped spear apart akin Thunderbolt Indra 
 like blaze sky arrows sky"
Aranya,3,19,"Shattered Rama blazing shafts spear fallen ground like boulder mass Mt. Meru shattered 
 Indra Thunderbolt"
Aranya,3,20,"quickly upraised swords like pair swinging black cobras rapidly crashed battered 
 mightily"
Aranya,3,21,"demon beaten firmly Rama Lakshmana grabbing unwavering ones manly tigers 
 arms furious demon wished carry away"
Aranya,3,22,"Knowing thinking demon sure Rama spoke Lakshmana"" Let easily carry way"
Aranya,3,23, Let demon carry wishes Saumitri way night walker goes way
Aranya,3,24,"night walker arrogant uplifted Rama Lakshmana like babies courage 
 placed shoulders place babies"
Aranya,3,25,nightwalker Viradha placing Raghava s shoulders gone deeper forest yelling luridly
Aranya,3,26,"demon entered baffling forest like dark cloud sheen variety massive trees 
 contained numerous flocks vulturine birds overspreading wild jackals predaceous animals 
 sprawling Rama Lakshmana"
Aranya,4,1,"seeing dexterous scions Kakutstha best ones Raghu dynasty Rama Lakshmana 
 grabbed carried Seetha screamed high pitched voice"
Aranya,4,2," truth abiding virtuous flawless Rama Dasharatha carried Lakshmana demon 
 ferocious look"
Aranya,4,3," Wild bears tigers panthers aspire eat away oh best demon thieve instead release Kakutstha s Hail 
 thee"
Aranya,4,4,"hearing Vaidehi utterance valorous ones Rama Lakshmana speedily busied eliminating 
 evil minded demon Viradha"
Aranya,4,5,Soumitri severed left arm ferocious Rama rent right arm demon
Aranya,4,6,"arms mutilated demon similar dark cloud frustrated fainted fell ground like mountain 
 demolished Thunderbolt Indra"
Aranya,4,7,"battered demon fists hands feet heaving hurling entirely 
 pounded ground"
Aranya,4,8,"demon battered arrows sheared swords entirely pounded 
 ground killed"
Aranya,4,9,"observing mountain similar demon ineradicable easily Rama sublime bestower 
 shelter fear spoke sentence Lakshmana"
Aranya,4,10," Oh Manly tiger Lakshmana impossible overpower demon weapons confrontation let bury 
 demon"
Aranya,4,11, Lakshmana deep pit dug furious ferocious reprobate forest elephant
Aranya,4,12,"saying Lakshmana trench shall dug ' Rama repressively placed foot throat Viradha 
 stood"
Aranya,4,13,"hearing said Raghava demon Viradha sincerely spoke humble words Rama finest Kakutstha 
 dynasty"
Aranya,4,14," Dead oh Manly tiger coequal Indra strength fallaciously identified earlier 
 oh best men"
Aranya,4,15," Oh sire known Rama son Kausalya propitious Seetha greatly renowned Lakshmana 
 known"
Aranya,3,16, curse enter ghoulish demon body celestial gandharva named Tumburu Kubera cursed
Aranya,4,17," entreated greatly renowned Kubera said ' Dasharatha Rama kills fight 
 attain nature celestial body heavens "
Aranya,4,18," King Kubera cursed angrily presenting service interested celestial dancer 
 Rambha said curse clearance"
Aranya,4,19," grace released utterly hideous cruse wish heavenly abode oh firestorm 
 enemies let safety betide"
Aranya,4,20," Oh Sire att half yojana s distance Sage Sharabhanga great saint virtue efficacious 
 sage sun like resplendence dwells shall quickly approach advises opportunely"
Aranya,4,22," Rama safely burying pit age old custom demons lost vitality 
 inhumed pit worlds manes"
Aranya,4,23, saying Rama Viradha hurt arrows heaven worthy leaving body
Aranya,4,24,"Raghava hearing words demon ordered Lakshmana"" Lakshmana deep pit dug furious 
 ferocious reprobate forest elephant"" saying Lakshmana trench shall dug ' 
 Rama repressively placed foot throat Viradha stood"
Aranya,4,27,taking digging tool Lakshmana dug deep pit great soul Viradha
Aranya,4,28,"releasing throat stamping Rama long eared lurid voiced Viradha ensconced pit 
 blaring horrific voice"
Aranya,4,29,"deftly victorious ones Rama Lakshmana compose given fight gladly raised Viradha 
 ghoulish fight terrifying demon blaring hurled pit"
Aranya,4,30,"observing indestructibility demon weapon sharp best ones men 
 expertly skilled thought undertook elimination great demon pit"
Aranya,4,31,"Viradha preferred death hands Rama desired long killed Rama forest walker 
 appraised"" Killing weapon impossible"
Aranya,4,32,"listening said Viradha Rama resolved mind cast pit mighty demon 
 flung pit forest blared demon cries"
Aranya,4,33,"Rama Lakshmana felt happy way look burying Viradha pit earth burying 
 felt rejoiced gone fear great forest pit concealed boulders 
 order burial chamber departed soul"
