Kanda/Books,Sarga/Chapters,Shloka/Verse,English_translation
Aranya,74,23," great sages highly revered offer flowers extremely doddery 
 hands worship Altar Fire Altar Fire raised western end"
Aranya,74,24," Oh best Raghu s efficacy ascesis teachers Altars Fire 
 incomparable irradiance irradiating directions solemnity"
Aranya,74,25," Enervated dieting straining incapable sea bathing thought 
 process seven seas came close coalescence"
Aranya,74,26," performing holy baths sages spread jute cloths trees doddering 
 hands place oh Raghu legatee cloths dry touch 
 hands"
Aranya,74,27," garlands knotted black lotuses flowers worshiping 
 gods garlands discolouration"
Aranya,74,28," seen seeable listened listenable woodland entirety 
 wish permittee permitter wish castaway sheathe 
 soul called body soul nigh teachers feet"
Aranya,74,29," sages hermitage sages maidservant soulfully proximity 
 contemplative souls"" appealed Rama"
Aranya,74,30,"Rama hearing duty congruous words Shabari Lakshmana obtained uniquely high 
 rejoice said"" astonishing"
Aranya,74,31,"Rama spoke Shabari firmed faith masters"" oh saintly lady 
 treated deference cherished worlds solace 
 masters"
Aranya,74,32,"way said Rama consent wearing tufty matted hair jute cloths deerskin 
 clothing offered oblation Ritual fire like flaring fire 
 went heaven"
Aranya,74,33,"appeared angle bejewelled angelic ornaments wearing angle wraparound angelical 
 flowery tassels bedaubed suchlike cosmetics scintillations electric sparks 
 scintillated province"
Aranya,74,35,"Shabari perfect yogin perfected meditative concentration went sanctum locus 
 blest souls sublime sages masters saunter"
Aranya,75,1,"Shabari ascended heaven divine self resplendence Raghava Lakshmana 
 started cogitate magnificence Matanga disciples"
Aranya,75,2,"noble souled Raghava thinking efficacy disciples Matanga said Lakshmana 
 maintainer Rama thinking single mindedly"
Aranya,75,3," seen highly astounding hermitage self controlled sages oh gentle Lakshmana 
 deer tigers home adored divers birds"
Aranya,75,4," Oh Lakshmana holy taking bath holy Pampa Lake formed waters 
 seven seas holier oblation holy waters manes"
Aranya,75,5," unpropitious completely abated holy bath holy oblations oh Lakshmana 
 propitiousness standing en face presently heart highly gladdening 
 oh lion like man heart hatches hope"
Aranya,75,6," Mt. Rishyamuka beaming forth nearby right minded son 
 Sun Sugreeva living vanara s frightened fear Vali 
 spectacular Lake Pampa come Lakshmana"
Aranya,75,8," hasty best vanara s Sugreeva enterprise called search 
 Seetha aegis"
Aranya,75,9,"brave Rama speaking Soumitri said"" heart hastening let 
 promptly"
Aranya,75,10,"Lord People Lord Nature exiting hermitage came nigh Lake 
 Pampa Lakshmana"
Aranya,75,11,"Rama scrutinising rosy woodland outsized diverse trees 
 thickset flowers different lakes loaded trilling birds like plovers peacocks 
 waterfowls suchlike woodland trilling ado impassioned 
 instantly rendered Love god Rama went lovely Lake Pampa"
Aranya,75,14,"Rama spotted Pampa Lake distance plethoric water entered lake called 
 Matanga Lake way Pampa"
Aranya,75,15,"Raghava s came composedly dispassionately Rama son Dasharatha 
 ensorcelled anguish seeing ladylike lake Pampa"
Aranya,75,16,"Rama entered area beautiful lake beaming forth lotuses hemming inside 
 trees like Tilaka Ashoka Punnaga Bakula Uddala hemming outside"
Aranya,75,17,"lake huddled delightful fringe lands lotuses squeeze water 
 plethoric crystalline sand softish"
Aranya,75,18,"lake beautified packs fishes tortoises packs trees banks 
 climber plants wraparound like ladyloves trees"
Aranya,75,19,"adored beings like sylvan reptilian celestial georgic elfish beings 
 overcrowded trees tendrils trove fairish clodish water"
Aranya,75,20,"lotuses lake rich fragrance heaps clusters reddish whitish 
 blackish lotuses pinkish whitish reddish lotuses sheet water like 
 picturesquely painted canvas surrounded orchards flowered mango trees sounded 
 screams peacocks"
Aranya,75,22,"Rama Lakshmana seeing Pampa Lake self refulgent son Dasharatha whimpered 
 owing passionate recollection Seetha"
Aranya,75,23,"Pampa Lake wraparound trees Tilaka Citron fruits Banyan White trees likewise 
 flowered flowery trees like Red oleanders Punnaaga shrubs Maalati Kunda likewise flowered 
 trees Madder Nicula Ashoka Seven leaved banana plants plants Mogra climbers 
 Maadhavii Lata flowered Ladylike Pampa shone forth like pulchritudinous 
 lady"
Aranya,75,25,"aforesaid mountain renowned Rishyamuka abounding colourful ores amazingly flowered 
 trees bank Pampa Lake"
Aranya,75,26,"noble soul Risharaja monkey son highly valiant Sugreeva 
 renowned presides mountain"
Aranya,75,27,"best men Rama said way"" oh Lakshmana headway chief monkeys 
 Sugreeva"" said Lakshmana valiance truthfulness"" possibly 
 live Seetha"
Aranya,75,29,"thinking applying Seetha vocalising anguish 
 aa stymie laid Love god appearance lake Rama saying 
 sentence way Lakshmana neared superb heart delighting lotus Lake Pampa"
Aranya,75,30,"going step step going seeing ardently intently forest picturesque 
 visuals forestry hurly burly birds numerous divers 
 Rama Lakshmana entering area lake seen Lake Pampa"
Kishkindha ,1,1,"Rama arriving Lake Lotuses called Pampa Lakshmana lotuses 
 costuses fishes lamented emotions disturbed seeing beauty Lake comparable 
 Seetha face"
Kishkindha ,1,2,"seeing Lake Lotuses thrilled senses gladness engrossed overcame 
 passion spoke way Lakshmana"
Kishkindha ,1,3," Oh Soumitri magnificent Pampa Lake cat's eye gem like waters fully 
 bloomed lotuses costuses beaming forth trees"
Kishkindha ,1,4," Oh Soumitri forest Pampa auspicious appearance mountains 
 trees lustre mountainous peaks"
Kishkindha ,1,5," seethed anguish Bharata abduction Seetha 
 distressed sensibilities distresses"
Kishkindha ,1,6," auspicious Pampa pleasant delightful forests overspread diverse flowers 
 cool waters disquieted"
Kishkindha ,1,7," enwreathed lotuses remarkably sacred aspect rambling snakes elephants 
 restless deer birds flocks"
Kishkindha ,1,8," shining bluish yellowish grassland variety trees 
 flowers covering like flowery bed sheet variegated colours"
Kishkindha ,1,9," treetops fully flowered onus flowers rise 
 wholly embraced climbers apices"
Kishkindha ,1,10," Pleasing breeze oh Soumitri Manmadha Love God prevails time prideful 
 month fragrance flowers fruits trees anew"
Kishkindha ,1,11," figuration forests enriched flowers Soumitri Outpouring flower 
 rain like rain rain clouds"
Kishkindha ,1,12," appeasing terraces mountains forest trees speed winds swinging 
 shower flowers ground"
Kishkindha ,1,13," flowers fallen fall trees air 
 playing flowers Lakshmana"
Kishkindha ,1,14," honeybees displaced wind rapidly moved numerous branches trees flowers 
 displaced bees singing accompaniment singing breeze"
Kishkindha ,1,15," Breeze coming mountain caves high callings lusty black cuckoos 
 making trees dance air singing accompaniment dancing"
Kishkindha ,1,16," Entwined spires trees muchly moved air trees 
 entwined"
Kishkindha ,1,17," breeze happy touch carrying coolant fragrance like 
 sandalwood breezing merited fatigue remover"
Kishkindha ,1,18," Air vacillating trees honey scented forest trees appear enjoying 
 fluttering dance swinging treetops appreciate singing honeybees 
 humming accompaniment dance"
Kishkindha ,1,19," mountain planes beautiful fully flowered pleasant tress entwine mountain 
 peaks high treetops mountains liven great trees"
Kishkindha ,1,20," Air moving treetops fully covered flowers swinging coronet like honeybees 
 swing treetops trees appear dancing dancing singing"
Kishkindha ,1,21," Fully flowered Karnikaara plants golden colour flowers yellow coloured 
 stems look like men wearing golden ornaments upper body loin cloth 
 yellow"
Kishkindha ,1,22," spring soundings birds oh Soumitri enkindling grief Seetha 
 disunited"
Kishkindha ,1,23," pervaded grief sweltered Love God cuckoo 
 happy calls calling"
Kishkindha ,1,24," gallinule bird happily calling forest brooks making awesome calls 
 Love god awestricken"
Kishkindha ,1,25," Earlier hermitage hearing bird dear Seetha listen 
 highly cheerful bird calls"
Kishkindha ,1,26," amusing birds kind flitting trees bushes creepers emitting 
 sounds Lakshmana"
Kishkindha ,1,27," mingled female birds male ones admired 
 flock oh Soumitri birds calling gladsomely pleasing humming 
 king bees"
Kishkindha ,1,28," shore Lake Pampa rejoicing birds groups trees loaded 
 mating sounds gallinule birds loaded callings male black cuckoos 
 inciting inspiring love"
Kishkindha ,1,29," fire called spring season burn fiery paraphernalia like clusters red 
 flowers hellebore akin fireballs humming honeybees alike rustle 
 campfires coppery red colour tender leaves sprouted identical burning fire"
Kishkindha ,1,30," slender eyelids eyes decent hairdo soft spoken Oh Soumitri 
 unseen purposefulness life"
Kishkindha ,1,31," dear Seetha enchantment enchanting woodlands bustling koels horizons 
 Lakshmana similarly enchanting vernal season"
Kishkindha ,1,32," fire grief born throes love furthered attributes spring season 
 swiftly burn time"
Kishkindha ,1,33, unable lady able beautiful trees Love god gains intensity
Kishkindha ,1,34," invisible Seetha intensifying agony visible spring season remover 
 touch sweat"
Kishkindha ,1,35," Overwhelmed grief worry deer eyed Seetha burnt 
 cruel vernal breeze forests [4 1 35b 36a"
Kishkindha ,1,36," peacocks dance shining forth crystal like windows plumage 
 shoved wind [4 1 36b 37a"
Kishkindha ,1,37," peacocks surorounded peahens convulsed love intensifying longing 
 muffled love longing"
Kishkindha ,1,38," Lakshmana mountain terrace peahen longing love dancing nearby 
 husband peacock"
Kishkindha ,1,39," Spreading beautiful wings screaming joking peacock longingly running 
 female"
Kishkindha ,1,40," Definitely demon abducted peacock ladylove dancing beautiful 
 forests"
Kishkindha ,1,41," Living flowering month unbearable Lakshmana fondness originated 
 animals peahen passion following husband"
Kishkindha ,1,43," broad eyed lady Seetha abducted followed way 
 ecstatic love"
Kishkindha ,1,44," Lakshmana forests abundantly weighty flowers wintry season flowers 
 futile"
Kishkindha ,1,45," flowers trees exceedingly beautiful falling earth wastefully 
 swarms honeybees hovering"
Kishkindha ,1,46," blithesome birds appear inviting mutual consent melodious calling 
 like causing love madness"
Kishkindha ,1,47," spring season dear Seetha living unrequited 
 merriment definitely saddened like"
Kishkindha ,1,48," Definitely spring season touch place touches 
 place lady black lotus eyes possibly comport"
Kishkindha ,1,49," spring happens dear fine waisted lady 
 threat"
Kishkindha ,1,50," midst youth eyes like lotus petals soft spoken dear definitely 
 taken spring leaves life"
Kishkindha ,1,51," heart strong notion prevailing chaste lady Seetha unable live 
 separated"
Kishkindha ,1,52," thoughts Seetha biding Seetha thoughts 
 abiding"
Kishkindha ,1,53," breeze carrying fragrance flowers pleasant touch coolish like snow 
 like fire worried lady"
Kishkindha ,1,54," breeze felt happiness earlier Seetha breeze increasing 
 anguish Seetha"
Kishkindha ,1,55," Seetha crow flew sky cawed indicating Seetha departure 
 sitting tree cawing agreeably indicating early arrival Seetha"
Kishkindha ,1,56," bird roving sky indicated abduction Seetha 
 bird lead near broad eyed"
Kishkindha ,1,57," Lakshmana observe appealing tonality birds forest calling atop flowered 
 trees furthering passion �"
Kishkindha ,1,58," honeybee quickly reaching red flowers bouquets Tilaka like loved ones 
 raising faces vigour �"
Kishkindha ,1,59," impassioned ones Ashoka tree enhancing grief bouquets flowers 
 hustled wind sanding daunt"
Kishkindha ,1,60," Lakshmana mango trees bearing greenish yellow flower appearing like men hearts 
 flirtatiously aroused creamed bodies greenish yellow body cream �"
Kishkindha ,1,61," Oh tigerly man Soumitri Pampa amazing forests ranges nymphs moving 
 hither yon"
Kishkindha ,1,62," Lakshmana fragrant propitious blue lotuses waters glistening 
 like tender sun"
Kishkindha ,1,63," Pampa Lake shining forth tranquil waters contain lotuses blue water lily 
 red lotuses swans water birds permeate �"
Kishkindha ,1,64," Lotuses resplendence tender sun enwrapping waters pollen grain pilfered honeybees 
 enwrapping lotuses � Pampa beaming forth �"
Kishkindha ,1,65," Pampa bedecked ruddy geese amazing deep areas forest water 
 thirsty herds elephants deer gleams forth"
Kishkindha ,1,66," tranquil water speed wind throbbing ripples ripples throb lotuses 
 throbbing rippling lotuses appear beautiful �"
Kishkindha ,1,67," lotus petal like broad eyes holds lotuses dear finding 
 Vaidehi life uninteresting"
Kishkindha ,1,68," Aha Deplorable deviousness Love god causing reminisces graceful lady 
 articulates gracefully gone away regained"
Kishkindha ,1,69," spring flowered trees going deaden Love god possible 
 tolerate came forcefully"
Kishkindha ,1,70," places objects delightful ones 
 anguishing ones parted �"
Kishkindha ,1,71," gaze petals lotus buds sight fascinated perceive pair Seetha 
 bud like eyes Oh Lakshmana alike"
Kishkindha ,1,72," breeze � let thickets forests breezing touching pollen lotuses 
 reminding Seetha exhale heart stealing �"
Kishkindha ,1,73," Soumitri flowered Karnikara trees tree trunks southern hill terraces 
 Pampa highly splendorous"
Kishkindha ,1,74," kingly mountain ornamentally impregnated ores minerals exhausting 
 mass wondrous dust colour ores drifted wind speed"
Kishkindha ,1,75," mountainsides Soumitri fully flowered exquisite Kimshuka trees 
 leaves hidden reddish flowers mountain aglow"
Kishkindha ,1,76," banks Pampa jasmines water lilies red oleanders grown flowered 
 wetted fragrance nectar"
Kishkindha ,1,77," Mogra bushes Sinduka Vaasanti flowered Maadhavi flowers fully fragrant 
 bushes Jasmine"
Kishkindha ,1,78," Charming saplings Bilva Madhooka plants like Vakula Champaka Tilaka Naaga trees 
 flowered"
Kishkindha ,1,79," Padmaka plants flourishing like Neela Ashoka flowered trees 
 mountain terraces Lodhra trees brownish like lion mane"
Kishkindha ,1,80," trees Alangium Kurntaka Poornaka Devadaaru Mango trees like Patala 
 trees trees Mountain ebony flowered"
Kishkindha ,4,81," Muchukunda trees Arjuna trees seen mountain terraces Date palm trees Uddaalaka trees 
 like Shiriisha tree simshupa trees dhava trees"
Kishkindha ,4,82," Silk cotton trees palaasha trees like red mehandi trees Tinisha Naktamaala 
 trees sandalwood trees spandana trees flowered"
Kishkindha ,1,83," Flowered trees like hintaala tilaka naaga trees enfolded flowered 
 climber plants apices"
Kishkindha ,1,84," splendorous trees Pampa oh Soumitri branches bestirred wind bend 
 trees trees nearby reach climber plants climber plants 
 passionately bear trees like doting passionate women"
Kishkindha ,1,85," breeze unhappy savouring kind nectarine aroma appears 
 gliding tree tree forest forest mountain mountain going tree tree 
 mountain mountain forest forest"
Kishkindha ,1,86," trees flowers nectar fragrant shine forth dark colour 
 enveloped buds"
Kishkindha ,1,87," honeybee assessing flower ' pure delicious 
 bloomed ' plunging"
Kishkindha ,1,88," plunging flowers nectar avaricious honeybee coming quickly going 
 trees banks Pampa"
Kishkindha ,1,89," clusters flowers fallen spreading like bed flowers laid 
 ground appears endow comfort"
Kishkindha ,4,90," mountain slopes varied flowers spread colour diverse mountain slabs 
 rendered yellow red hue"
Kishkindha ,1,91," Soumitri bloom flowers spring winter trees bore flowers 
 competition"
Kishkindha ,1,92," drones honeybees trees flowered treetops appear talk trees 
 swinging branches trees appear invitational gestures trees 
 look highly attractive"
Kishkindha ,1,93, Entering blessed waters bird partridge rejoicing female kindling desire
Kishkindha ,1,94," sort heart pleasing nature available River Ganga reasonably signifies 
 popularity River Pampa world"
Kishkindha ,1,95," devot lady Seetha found stay think Indra 
 throne Heavens Ayodhya throne like Indra throne earth"
Kishkindha ,1,96," Nay delight way pleasant green meadows 
 worry interest things"
Kishkindha ,1,97," beautifully leaved variously flowered trees maddening heart 
 lady Seetha forest"
Kishkindha ,1,98," cool water Pampa Lake Soumitri filled blue lotuses ruddy geese 
 moving venerated partridge birds"
Kishkindha ,1,99," filled waterfowls curlew birds adored great animals Pampa glistens 
 pleasantly calling birds"
Kishkindha ,1,100," Enkindling passion umpteen gladdened birds reminding dear 
 mid youth moonfaced radiance lotuses eyes"
Kishkindha ,1,101," female deer male deer moving wonderful mountainsides 
 weaned away fawn eyed lady Seetha heart 
 agonised seeing wide eyed deer seeing wide eyed Seetha"
Kishkindha ,1,102," lady spectacular terraces filled impassioned bird groups 
 ado shall peace"
Kishkindha ,1,103," live sure Soumitri slender waisted Vaidehi basks benignant breeze 
 Pampa"
Kishkindha ,1,104," Lakshmana breeze greenswards Pampa carries fragrance lotuses including 
 red lotuses auspicious eliminator melancholy adore breeze 
 fortunate ones"
Kishkindha ,1,105," youthful lotus petal eyed beloved Janaka daughter helpless lady 
 bear lives"
Kishkindha ,1,106," sort virtuous truth speaking King Janaka enquires 
 Seetha hosts people"
Kishkindha ,1,107," accompanied unfortunate father sent forests taking virtuous course 
 ladylove abiding"
Kishkindha ,1,108," kingdom forfeited soul succumbed circumstance time exile 
 accompanied suchlike Lakshmana live desolation"
Kishkindha ,1,109," pretty beaming face lotus like eyes fragrant auspicious scarless 
 seeing face mind sinking"
Kishkindha ,1,110," Lakshmana hear conversation Vaidehi smiles wits 
 wisdom wise pleasing friendly unique way"
Kishkindha ,1,111," youthful decent lady succumbed suffering forests look got rid 
 sufferings gladsome woman speak smitten love 
 fondly"
Kishkindha ,1,112," Ayodhya kind hearted lady mother Kausalya oh prince Lakshmana 
 asks � daughter law "
Kishkindha ,1,113," Begone Lakshmana Bharata affectionate brothers able 
 live leaving Seetha"
Kishkindha ,1,114,"great souled Rama bewailing way like waif brother Lakshmana said appropriate 
 infallible words"
Kishkindha ,1,115," Oh best men control Rama let safety betide lament intellect 
 kind unblemished souls languorous"
Kishkindha ,1,116," Recollect sadness caused departure loved ones forsaken extent 
 embrace friendship water drenched wick oil water drenched 
 wick burns lamp"
Kishkindha ,1,117," Ravana goes netherworlds deeper worlds oh brother 
 live Raghava"
Kishkindha ,1,118," Let emplacement sinning demon e obtained cedes Seetha enters 
 doom"
Kishkindha ,1,119," enters womb Diti Seetha away Seetha 
 wish slay"
Kishkindha ,1,120," rejuvenate secure oh revered cast pathetic mood result purpose 
 lost endeavourers try regained"
Kishkindha ,1,121," Vehemence oh noble superior vehemence vehemence 
 impossibility world slightest"
Kishkindha ,1,122, Vehement men regress deeds taking hold vehemence regain Seetha
Kishkindha ,1,123," leave enclosure ardency pushback compassion able know 
 great controlled soul thoughts self pity fondness"
Kishkindha ,1,124,"addressed Lakshmana Rama conscience marred emotions got rid pity fondness 
 acquired courage perform deed demanded incarnation"
Kishkindha ,1,125,"inestimable valiant Rama strode forward areas charming Pampa Lake charm 
 wind flopped trees getting rid grief"
Kishkindha ,1,126,"great Rama observing quickly round forest brooks caves 
 reviewing Lakshmana agonised heart anguished travelled"
Kishkindha ,1,127,"great soul Rama walking ahead great souled Lakshmana stride like 
 elephant deeds agreeable Rama vigilantly protected Rama un despaired 
 mind virtue strength"
Kishkindha ,1,128,"chief Vanara s moves Mt. Rishyamuka meandering thereabout 
 happened amazing look Rama Lakshmana 
 frightened petrified"
Kishkindha ,1,129,"seeing Rama Lakshmana advancing way great soul tree branch 
 animal strides like elephant derived profound agony muffled worry 
 engulfed weight fear"
Kishkindha ,1,130,"seeing magnificent Rama Lakshmana monkeys frightened fled 
 pious hermitage Sage Matanga inland adored monkeys consolatory 
 sheltering"
Kishkindha ,2,1,"seeing wielders best weapons audacious ones brothers great souls 
 Rama Lakshmana Sugreeva ambiguous"
Kishkindha ,2,2,"Distressed heart foremost monkey gazed blankly directions remain 
 place"
Kishkindha ,2,3,"seeing great mighty ones monkey mind steadfast 
 frightened heart sunken"
Kishkindha ,2,4,"righteous Sugreeva considering strength weakness agitated 
 monkeys frightened"
Kishkindha ,2,5,"seeing Rama Lakshmana chief monkeys Sugreeva dreadfulness said 
 ministers"
Kishkindha ,2,6," come wearing jute cloths impassable forest deceitfully definitely 
 Vali dispatched"
Kishkindha ,2,7,"seeing great archers Rama Lakshmana ministers Sugreeva gone mountain 
 terrace high peaked mountain"
Kishkindha ,2,8,"group leaders monkeys quickly arrived fled lofty monkey group leader Sugreeva 
 chieftain monkeys gathering stood nearby"
Kishkindha ,2,9,"reached course return hopping mountain shuddering 
 mountains thir peaks trample hastiness"
Kishkindha ,2,10,"tree branch animals great strength wrecked flowered 
 trees clumped forest mountain swinging"
Kishkindha ,2,11,"best monkeys hopped frightened deer wildcats tigers great 
 mountain"
Kishkindha ,2,12,"ministers Sugreeva assembled best mountain gathered chief monkeys 
 Sugreeva stood adjoined palms"
Kishkindha ,2,13,"Hanuma ablest sentence maker said sentence Sugreeva dismayed fear doubting 
 Vali mischief"
Kishkindha ,2,14," Perplexity warded discarded great fear Vali cruelty 
 scare Vali best mountain Mt. Malaya"
Kishkindha ,2,15," bewildered heart running away oh best monkey Sugreeva 
 cruel looking cruel Vali"
Kishkindha ,2,16," fear spurted oh gentle Sugreeva elder brother evildoer 
 harmful intent Vali perceive fear"
Kishkindha ,2,17," Aha monkey oh monkey feel small able stay firm 
 mind fickleness monkeyshines clear"
Kishkindha ,2,18," intellect wisdom firm express intents rightly body language 
 undertakings certainly king getting unintelligence command subjects"" 
 said Hanuma Sugreeva"
Kishkindha ,2,19,"Sugreeva hearing entirely propitious words Hanuma spoke Hanuma opportune 
 sentence positively"
Kishkindha ,2,20," Lengthy arms broad eyes wielders arrows bows swords 
 seeing scare like sons divinity"" 
 Sugreeva spoke Hanuma"
Kishkindha ,2,21," presume best men abetted Vali assault kings like Vali 
 friends trusting absolutely unpardonable mistake"
Kishkindha ,2,22," men enemies assessed disguise distrustful enemies trounce 
 complacently self assured ones relax self confidence possible occasion"
Kishkindha ,2,23," exploits Vali ingenious kings observing aspects enemies 
 eliminate kings known ordinary people"
Kishkindha ,2,24," Begone oh monkey Hanuma commoner form monkey hood distinguishable 
 Vali agents know intentions conduct semblance 
 conversation"
Kishkindha ,2,25," Aim concepts pleasant hearted duly create confidence conducting 
 commending oh best monkeys Hanuma set face 
 compassionate manner inquire reason entering forest 
 bows wielders"
Kishkindha ,2,27," shall know clean heart evil mindedness 
 conversation"" Sugreeva said Hanuma"
Kishkindha ,2,28,"way ordered Sugreeva king monkeys Hanuma son Air god mind 
 Rama Lakshmana"
Kishkindha ,2,29,"marvellous monkey Hanuma agreeing words inaccessible frightened Sugreeva 
 respectfully replying saying ' accordingly ' proceeded 
 highly mighty Rama Lakshmana"
Kishkindha ,3,1,Mindful words noble souled Sugreeva Hanuma took flight Mt. Rishyamuka Raghavaa s
Kishkindha ,3,2,"Casting monkey semblance Air god son Hanuma attained persona ascetic 
 monkey incredulous mind Raghava s."
Kishkindha ,3,3,"nearing Raghava s Hanuma voicing softly pleasingly like obedient 
 best monkey befittingly hailed greeted praised valiant ones"
Kishkindha ,3,4,"best Vanara Hanuma spoke soft wordily desired Sugreeva candidly resolute ones 
 making reverent obeisance"
Kishkindha ,3,5," look like kingly saints deities build ascetics blest vows ideal 
 complexions come arrived countryside scaring herds animals inhabitants 
 forest"
Kishkindha ,3,7," mighty ones watching trees grown banks Pampa owing 
 presence banks river Pampa propitious waters shine forth 
 golden hue appear courageous ones sigh repeatedly wear jute cloths 
 look mighty shouldered distress beings forest"
Kishkindha ,3,9," Dauntless bold brave sharp glances lions wielding bows like Indra bow 
 real enemy destroyers glorious splendid impetuous appear like Sacred Bulls 
 elephant trunks arms foremost men self resplendent"
Kishkindha ,3,11," lord like mountain effulgent effulgence look kingdom worthy worthy 
 divinities reached countryside"
Kishkindha ,3,12," Eyes like fine lotus petals superhuman nay wear tufts braids 
 undaunted human ascetics nay look clonal world gods nay 
 earth earth chance receive Sun Moon fortune nay 
 broad chested deities human form lion shouldered vehement vigorous like Sacred 
 Bulls"
Kishkindha ,3,14," lengthy hands spherical shoulders similar clubs worthy 
 decoration kind ornament reason undecorated"
Kishkindha ,3,15," deem choicest protect earth adorned Mt Meru Vindhya 
 range oceans forests"
Kishkindha ,3,16," awesome bows polished odd things smooth brightening like gilded 
 Thunderbolt Indra"
Kishkindha ,3,17," hazardous life terminating fiery snake like sharp arrows quivers admirable 
 appearance"
Kishkindha ,3,18, Dazzling amply wide broad gilded swords like snakes released moults
Kishkindha ,3,19," talking way speak named Sugreeva somebody 
 virtuous worthily monkeys expelled brother Vali roaming 
 world sorrowfully"
Kishkindha ,3,21," Delegated great soul king important monkeys Sugreeva come 
 Hanuma Vanara"
Kishkindha ,3,22," righteous Sugreeva desiring friendship know monkey minister 
 son Air god come Mt. Rishyamuka ascetic form appease 
 Sugreeva wend way wear guise wish"" Hanuma said 
 brothers"
Kishkindha ,3,24,Saying valorous Rama Lakshmana Hanumaan sententious wordsmith spoke
Kishkindha ,3,25,"Hearing words said Hanuma illustrious Rama pleased facially spoke 
 brother Lakshmana standing"
Kishkindha ,3,26," minister noteworthy soul king monkeys Sugreeva cherish 
 drew nigh"
Kishkindha ,3,27," Soumitri minister Sugreeva knower sententiousness pleasant worded 
 friendliness exchange pleasantries enemy destroyer Hanuma"
Kishkindha ,3,28," Nay non knower Rig Veda non rememberer Yajur Veda non scholar Saama 
 Veda possibly truly speak way"
Kishkindha ,3,29," Definitely grammar severally comprehensively learnt said 
 single word gone amiss verbiage"
Kishkindha ,3,30, face eyes forehead brows faculties expression fault found
Kishkindha ,3,31," Unexpanded un doubtful un delaying non dissonant tenor speech comports 
 chest throat medium tone"
Kishkindha ,3,32," orderly refinement speech remarkable un delaying speaks propitious words 
 heart pleasing"
Kishkindha ,3,33," speech generated places enthralling heart disenchanted 
 enemy raising sword hearing speech"
Kishkindha ,3,34," Oh faultless Lakshmana sort envoy king king accomplishes 
 ways means"
Kishkindha ,3,35," king kind work accomplishers variety virtues objectives 
 achieved impelled envoy words"" Rama said Lakshmana"
Kishkindha ,3,36,"said Rama wise worded Lakshmana spoke monkey minister Sugreeva 
 Hanuma son Air god equally wise worded"
Kishkindha ,3,37," virtues great soul Sugreeva known oh scholarly monkey 
 search lord fly jumpers Sugreeva"
Kishkindha ,3,38," communicated words Sugreeva oh gentle Hanuma words wish 
 accordingly"
Kishkindha ,3,39,"observing operative sentence Lakshmana monkey Hanuma gladdened seen composure 
 kept mind ease prospective victory wished materialise pact 
 friendship Rama ad Sugreeva earliest"
Kishkindha ,4,1,"Hanuma good deeds credit hearing words 
 Lakshmana knowing finely meaningful rejoicingly recalled mind 
 Sugreeva effort going fructify"
Kishkindha ,4,2," Conceivable retrieval kingdom great souled Sugreeva 
 deed purposive Rama come deed desired Rama achievable 
 Sugreeva came"" thought Hanuma"
Kishkindha ,4,3,"Hanuma ablest flyer gladdened turn spoke 
 learned Rama"
Kishkindha ,4,4," come perilous forests hemming Pampa Lake 
 brother impenetrable forests abounding serpent animal"" 
 Hanuma asked Rama"
Kishkindha ,4,5,"hearing words Hanuma Lakshmana motivated Rama narrated 
 great soul Rama son Dasharatha"
Kishkindha ,4,6," king named Dasharatha resplendent patron virtue ruling 
 caste system rectitude bound 
 caste system"
Kishkindha ,4,7,"despising despised living beings 
 like Grandparent Brahma earth"
Kishkindha ,4,8," King Dasharatha performed rituals agniSToma like Vedic rituals 
 donated liberally eldest son renowned people 
 Rama"
Kishkindha ,4,9," protector beings follower father directives 
 eldest sons King Dasharatha possessor high virtues qualities royal 
 fortune befitting king deprived kingdom came hither dwell 
 forests followed [4 4 9 10"
Kishkindha ,4,11," wife Seetha following oh highly fortunate Hanuma 
 self controlled highly resplendent Rama came forests like Sun followed consort 
 Prabha vanishes day abated"
Kishkindha ,40,12," obtained servitude justness faithful 
 knowledgeable younger brother named Lakshmana"
Kishkindha ,4,13," aspires beings merited 
 comforts respectability devoid prosperity predisposed forest 
 dwelling wife abducted guise changing demon lonely place 
 know know demon stole wife"
Kishkindha ,4,15," named Danu son Diti acquired demon hood curse said 
 Sugreeva chief monkeys capable said"" great valorous Sugreeva 
 know abductor wife"" saying Danu released curse 
 demon hood moved skyward went away heavens self luminous"
Kishkindha ,4,17," informed asked Rama 
 recourse Sugreeva"
Kishkindha ,4,18," gave away riches charity obtained unequalled renown 
 lord world earlier accepts lordship Sugreeva"
Kishkindha ,4,19," patron virtue shelterer Seetha 
 daughter law shelterer son Rama taking shelter Sugreeva"
Kishkindha ,4,20," virtuous protector world refuge 
 earlier times Raaghava mentor seeking refuge Sugreeva"
Kishkindha ,4,21," beneficence people delighted Rama 
 seeking benefaction lord monkeys"
Kishkindha ,4,22," kingDasharatha kings possible good attributes 
 times esteemed safeguarded defensible kings king 
 eldest son Rama renowned worlds sheltering needy taken 
 shelter monkeys lord Sugreeva"
Kishkindha ,4,24," rebuffed sadness agonised sought refuge 
 apt Sugreeva favour Rama respect vanara commanders"" 
 Lakshmana said Hanuma"
Kishkindha ,4,25,"Lakshmana telling piteously tears falling eminently 
 lettered Hanumaan said return"
Kishkindha ,4,26," Intellectuals kind conquered anger senses seen 
 chief monkeys Sugreeva advent godsend"
